ell_init,ell_final,theta_deg,r_star,qfi,perr,capacity
0.0,-2.7180307288125124e-10,-1.2231138279656305e-08,1.0922226126274095,9.76371535011147,0.0004125938116820767,76.08909218635192
0.5,0.5000000031481707,22.50000014166768,1.0922226126274919,9.763715350111482,0.00025111655843737123,80.93722984126056
1.0,1.0,45.0,1.0922226126278203,9.763715350111497,5.4190899279694894e-05,95.90895219332823
1.5,1.5000000040469808,67.50000018211414,1.09222261262782,9.763715350111475,1.7298632855666217e-05,107.05799729180171
2.0,1.999999999074484,89.99999995835178,1.0922226126278203,9.763715350111498,2.6282904723888858e-05,102.97392064569533
2.5,2.5000000017419914,112.50000007838962,1.0922226126278203,9.763715350111486,1.7298632782543513e-05,107.05799733307383
3.0,3.0000000009687633,135.00000004359433,1.0922226126278203,9.763715350111482,5.419089948659187e-05,95.90895215605094
